	logFC	logCPM	F	PValue	FDR
CPXM2	18.4696825195263	2.4954381542275	431.92954236214	5.23301381417117e-15	6.2859126602617e-15
GPER	18.3683891724114	1.46448707099297	421.413016382256	5.27802308901715e-15	6.33939123379174e-15
ZBTB10	14.3168419908072	6.32784312949989	435.788710139162	5.28922056920949e-15	6.3522525925576e-15
NOV	17.8337743219057	2.63976859209543	431.504572795417	5.29859717705795e-15	6.36292494088037e-15
C7orf41	14.6664894262498	5.31934889262171	431.908234207294	5.29919969406923e-15	6.36305974922052e-15
BOC	18.3547964094886	2.62445565258836	431.19355562745	5.30930000769975e-15	6.37459803884691e-15
SLC9A7	14.2690917024051	4.54764616723214	428.351087110173	5.33975490585083e-15	6.41057061539523e-15
E2F8	14.5701309141616	4.62732427982754	428.284935726518	5.34099812819154e-15	6.41147009857547e-15
C11orf82	14.9435980441721	3.68264500616363	427.083957959201	5.36145070951017e-15	6.43542668627879e-15
C4orf34	15.409369981169	6.64800129199327	436.798719576369	5.38951348748732e-15	6.46851262752894e-15
ENTPD8	18.9286528058839	2.92523300351126	429.65873272652	5.39849177803023e-15	6.47868930069851e-15
PCDH18	14.2248181301073	6.11253159682427	434.69775120282	5.40359242354212e-15	6.48421098975159e-15
PCNT	12.2828089959639	6.81144468620271	430.315355846031	5.41822852404211e-15	6.50117296972751e-15
FLVCR2	18.529969285201	3.53580833191265	431.150087390727	5.42908265474448e-15	6.51324994586533e-15
CBFA2T3	19.00618260708	1.70229411034607	423.709871323803	5.42929741615818e-15	6.51324994586533e-15
LSAMP	15.4168263606818	3.57725112121044	426.469562833034	5.4507287841233e-15	6.53835571988321e-15
MCM4	12.0090327131488	7.44341531424583	429.800854413067	5.46358083075403e-15	6.55316658371283e-15
THNSL2	17.2450394278665	2.66628720362879	430.313173061652	5.47600383928599e-15	6.56746015802004e-15
DFNB31	15.7276247146499	2.37003982682683	427.657347181405	5.48309771742374e-15	6.57536036906983e-15
SLC35F1	19.8568787374697	1.57964537823737	410.350447693888	5.52323799206248e-15	6.62288487610669e-15
NOXO1	16.6575169323305	2.3996037996329	431.726257278617	5.52500993950616e-15	6.6243975986005e-15
ANGPTL2	14.9942064259481	4.57789830337802	427.268737168892	5.53374101089274e-15	6.63425314801191e-15
DAPK1	15.7301640835377	4.73639677135282	429.701548903596	5.54152983940433e-15	6.64297735158666e-15
FBXL2	16.3700069371	1.47204332805383	379.457538030972	5.54275708839046e-15	6.64383489566122e-15
DTNB	15.4434601915924	2.91402687019508	429.599405680873	5.54527797614079e-15	6.64624276039628e-15
IGSF6	18.2460556292807	3.55022495193051	429.834722892314	5.55150092438833e-15	6.65308684188699e-15
MYCL1	14.9736685668661	4.2425014405334	425.609086733534	5.58615128449289e-15	6.6939947854707e-15
MRM1	17.3786775436362	2.2819589056553	431.14481649906	5.59374019058955e-15	6.7024698978639e-15
EPHA10	17.6868388389419	3.72299462663077	428.39337297871	5.59811055979828e-15	6.70708732166731e-15
CCDC3	16.2786840107351	3.06282183683791	427.524238809976	5.60225018039658e-15	6.7114274590518e-15
NDC80	14.4048897167864	4.86271011368444	426.764509513022	5.61034146423049e-15	6.72050040279165e-15
ADAM33	19.4141969370609	2.27999556713671	424.75132081644	5.6754826810158e-15	6.79790418206941e-15
DDR2	16.6166456533152	3.96021070334763	426.375588494132	5.70637442466689e-15	6.8342745831643e-15
PDE9A	17.9275613683316	6.50683533589766	437.797313119429	5.72646481887168e-15	6.85770316332677e-15
IL3RA (NC_000024 1405508..1451582)	18.1551111755686	1.67939206591878	424.33790905538	5.7585287618091e-15	6.89546496904883e-15
LRRC6	13.8597160355433	4.03677378280007	423.782146072225	5.76260998542449e-15	6.89971540598011e-15
ABP1	15.299588486482	6.57398310672527	433.572360560622	5.78403336553294e-15	6.9247273361546e-15
CGREF1	14.622336294594	3.07493853759146	426.405942205568	5.82250450741299e-15	6.97014259377543e-15
NLGN2	17.2890964404493	2.12418301126576	429.153103298274	5.85611252228125e-15	7.00972834332642e-15
HELLS	12.4724571300512	6.44410944982487	427.086243009157	5.8609157632993e-15	7.01483084580059e-15
DNALI1	18.0745125229351	2.13161217244045	427.886871334991	5.87570832197542e-15	7.03188735001558e-15
KIAA0922	15.0821009169986	4.53969688355034	424.433038417304	5.90205944820531e-15	7.06277241178837e-15
C5orf45	15.8948970436218	2.95887236142037	426.285109979598	5.90307762033069e-15	7.06333958092302e-15
NUP62	14.9030060919529	4.39771467542739	424.036297476623	5.90386117818093e-15	7.06362594317941e-15
NAV1	14.0735413860246	5.44110036146544	426.953685448314	5.91398323194402e-15	7.07508418908668e-15
DOCK4	14.5809692558095	5.23661428482336	426.838788135704	5.9362335840442e-15	7.10104845044329e-15
ITGAL	16.4910635763066	4.1102289429087	424.744338538462	5.94947273895217e-15	7.11622953450006e-15
REEP6	17.5015417304153	1.48125825298152	412.305223517468	5.98956846891919e-15	7.16352830428512e-15
LRRC26	19.3630882408274	1.72409890188525	416.912382633261	5.99099764808975e-15	7.16457739561015e-15
PLCG1	12.4371888809882	6.22969956363871	425.441315088044	6.03852946383657e-15	7.22075492087109e-15
PTPLAD2	18.4207120084153	2.67600536778197	425.187777939841	6.04959083811286e-15	7.23331547562107e-15
LIFR	18.3314497843398	5.05544232930776	432.501666559667	6.07446240916693e-15	7.26238463601488e-15
DOCK10	15.4794008586775	5.84839552420964	430.920432264683	6.08162348497291e-15	7.27027643100888e-15
C15orf48	17.4553617673879	5.37348839242858	431.755741558269	6.08528397860228e-15	7.27398238702146e-15
CBWD6	14.212936926562	4.93826522721572	423.790164583923	6.08598492854751e-15	7.27415032577752e-15
LILRB5	20.9640619254027	2.22200360740318	404.614220922208	6.10744116771631e-15	7.29912328874678e-15
LHFPL2	14.0634100171292	6.84938704868001	428.935279527302	6.14949017683056e-15	7.34870021223495e-15
MAP2	19.1636747219346	2.3234569333717	422.553235392275	6.15111300572617e-15	7.34996277861536e-15
GFI1	17.9630303107138	2.81465586781091	423.898957681308	6.1788471164512e-15	7.3824226018982e-15
BIN2	16.6763076239463	4.55236672557035	425.552119974045	6.1933439220865e-15	7.39906211015838e-15
FHL5	19.7483452747006	1.67027207187804	409.288753875409	6.20112231307396e-15	7.40767294076272e-15
GOLGA6L9	14.149009226057	4.41462223814938	420.970884538532	6.20497558615942e-15	7.41159379097764e-15
SLC46A1	15.8618275178172	3.9256616997239	421.407774566758	6.20964735231777e-15	7.41649148667823e-15
FCGRT	16.2602542104256	5.63041768043488	430.199183903127	6.22871042258415e-15	7.43857495166725e-15
ATP8A1	13.4728203608925	7.44570470827146	428.177683129998	6.23267304064186e-15	7.44262244866047e-15
CMBL	15.0928462723064	6.23973007807569	429.807925904908	6.26105766457593e-15	7.47582957024204e-15
TMEM9	13.9275050722999	4.75019349418173	420.727344826072	6.33558163531442e-15	7.56411682869524e-15
PCLO	13.7965685719708	5.58350838932897	423.721163912024	6.35582764022674e-15	7.58759077837591e-15
CLEC2D	15.9264220367103	4.48428215277071	422.374165661912	6.36041830650186e-15	7.59237277661066e-15
DEPDC1B	14.1820262337168	4.41482558559602	419.592708334302	6.40132852194258e-15	7.64050421981724e-15
SFMBT2	16.5614707068789	4.23767173269257	422.438588650811	6.41267880018447e-15	7.65334787564085e-15
ABCB11	22.101291356436	1.9698637493348	367.564431682999	6.42977104649372e-15	7.67304141342791e-15
GK	14.3576201009951	6.03240068855465	426.972022778038	6.430846159581e-15	7.67361885678053e-15
GJA5	17.8257026062359	2.18803969628697	424.174984796642	6.45935265575437e-15	7.70692573258282e-15
C1QC	17.7082328050131	4.44197540388522	424.854990596485	6.46117362590998e-15	7.70838978680813e-15
C4orf48	16.5345674393665	1.55083073248649	389.036908877868	6.47204484556695e-15	7.72064982082844e-15
TLR7	19.5416350228133	2.65704244113799	420.278425145968	6.48138661051224e-15	7.73108324766459e-15
ELOVL6	14.8516516719863	5.97001727322614	426.575603654454	6.48947741356869e-15	7.74002273026172e-15
FGFR2	16.4193242980096	5.39166814577182	427.940555663404	6.52257532604953e-15	7.77878389752796e-15
GLI2	17.0900513284687	2.3358068456449	424.305362653199	6.53635018966905e-15	7.7944955082428e-15
RPL37	10.0845092419861	9.51275368115144	415.793397915425	6.5462982440373e-15	7.80564124109877e-15
KLF6	12.4678302560214	8.5759555277768	420.257935782528	6.57467504407709e-15	7.83875688012829e-15
LRRK2	16.8386918922885	4.04405569665616	420.432154626459	6.60579319804204e-15	7.87513455657092e-15
ALOX5	14.8594016181183	4.13010364781141	418.378164405675	6.61923609542556e-15	7.89043582683031e-15
MAGEH1	19.0261428625126	2.26585332334966	419.523158581336	6.64251223586337e-15	7.9174548911076e-15
NAMPT	11.4436391945397	7.81815974436537	418.664946960879	6.65372943139181e-15	7.93009681267533e-15
MYL12B	12.4860597613508	8.28966395783651	421.001646554223	6.66879317921625e-15	7.94732041805598e-15
SLC17A9	16.4713083204446	3.488479071707	417.500457736169	6.68383976592082e-15	7.96452041148423e-15
ATP1B1	9.58261983539431	9.79498592782152	414.885441335517	6.68536447035509e-15	7.96560593598996e-15
ABCA5	13.6099712443306	6.71296369538788	425.169285790662	6.68901749978672e-15	7.96922692580612e-15
SELPLG	16.1239605443636	4.04933521965174	418.86349236217	6.71605411270156e-15	8.00070365569101e-15
MZT1	13.2632346389366	5.55678057057143	420.6887275717	6.73530953365918e-15	8.02290587714413e-15
PLXNC1	16.0172386998307	5.52520381077164	426.121186106681	6.77940342126462e-15	8.07468817147779e-15
GAL3ST2	17.1454088726268	2.94095292534117	418.951627882719	6.83074469047199e-15	8.13509224973719e-15
PPP1R15A	13.8100033318346	6.70526749602091	424.124313667209	6.8477436372135e-15	8.15458892259786e-15
LPPR4	17.5517660035596	2.00525562336708	421.528083458597	6.85781433833508e-15	8.16583232084872e-15
TPM2	14.0149488104912	6.42430961649356	424.061042690837	6.85926393954106e-15	8.16680916166438e-15
BIRC3	13.7757043250003	7.33125002165927	423.945742272702	6.87314041566023e-15	8.18258021049845e-15
U2AF1	14.077791810466	5.19933311478623	419.852317681751	6.87531521817967e-15	8.18441862026542e-15
KRT15	16.9978659447206	2.55270745408904	421.083479951407	6.9064688027904e-15	8.2207500542385e-15
CCDC146	13.7314575930767	4.73213749540953	416.999916239713	6.91247528703099e-15	8.22714504817747e-15
STMN3	17.3463371330403	2.26755698409225	421.762871547338	6.9159899980801e-15	8.23057346278027e-15
DCLK1	19.1693901559628	2.90600502824407	418.319203946637	6.95834133397324e-15	8.28021565725118e-15
GALNT7	12.5588535734289	7.67472705794596	419.491864498971	6.97860502374792e-15	8.30356752871509e-15
HECW2	15.3224374332799	3.16679581549833	418.07455223825	6.99067100055939e-15	8.31716187700617e-15
MCF2L	13.692502972574	5.94357366263724	420.953190430738	6.99219380529651e-15	8.31821112730921e-15
HSD17B6	19.2262942810607	2.2661910088868	416.442530703176	6.99861504359724e-15	8.32508703609647e-15
LOC81691	15.7142431838467	2.93873291387591	418.807399799941	7.00813422589887e-15	8.33564645508994e-15
PDE6A	20.3086364905683	2.07838296583506	404.317681633574	7.0793940638657e-15	8.4196330573548e-15
BARX2	18.124141168489	3.30147550733442	418.209598835062	7.1157830041792e-15	8.46213557002399e-15
SLC4A10	20.8399501332503	2.21622520986734	400.112420452111	7.12030335323623e-15	8.46673543029345e-15
C1orf21	14.3825026486021	6.91786482568535	423.684841994825	7.12885623508523e-15	8.47612908347116e-15
STMN1	11.6119856520962	7.45299630318717	416.709868611399	7.13257423905857e-15	8.47977292742889e-15
CHST15	16.1181751668554	4.57082860586977	418.487668117085	7.1872243181702e-15	8.54396266949359e-15
PPL	13.3465256919234	5.71352651324668	418.238954754866	7.19651238551832e-15	8.55422055606212e-15
HCK	17.0391738624826	3.84211510153569	416.588231652987	7.19772035655932e-15	8.5548729402732e-15
SCAMP5	19.5456213465158	1.63200066593054	404.998596023113	7.21268757484032e-15	8.57187730371326e-15
LMOD1	18.0325859557537	4.79267167007378	422.85337975709	7.2426263895651e-15	8.60666983246342e-15
PER1	17.9026285348381	3.90102740269586	418.548296958741	7.24387874744772e-15	8.60736997739851e-15
GPA33	13.5030180486258	8.42645117002915	418.353556485233	7.31220039471212e-15	8.68775621777449e-15
CXCR6	18.14567658551	1.90258592921433	417.393828574579	7.31684568176408e-15	8.69247964335158e-15
SPATA6L	14.9106897713575	3.43500070605233	414.873523662726	7.32183443318398e-15	8.69716465920245e-15
SDK1	18.1089676428182	2.79082890075976	416.597796979736	7.32212945767048e-15	8.69716465920245e-15
HOXD8	18.057670247774	2.66837120013812	417.06692183218	7.33599859584003e-15	8.7128409384524e-15
HEATR8	16.7417249429312	2.90084574426146	416.197579282381	7.34597618005535e-15	8.72389283932092e-15
PABPC1	8.87504224747181	10.2062309956591	410.68463862445	7.37249817658959e-15	8.75458863988622e-15
IL20RA	13.3443124910547	5.00649863525363	414.220692229615	7.38058844101403e-15	8.76339377695737e-15
SLCO4C1	18.9910736451427	1.91179453540279	412.79123486819	7.42843810369766e-15	8.81940158689096e-15
SCN4B	20.2399289864158	1.71679073847748	396.312567965127	7.45112365046738e-15	8.84552582634374e-15
LTB4R	16.1664575541864	2.76284592562129	416.687923475461	7.51783789845202e-15	8.923908732761e-15
ALDOC	15.5101062374048	3.57887400277619	412.325701464449	7.51974671159448e-15	8.92535825969683e-15
SLC38A5	15.2682437543633	3.64329958337364	411.921998636171	7.56038013842392e-15	8.97276644263022e-15
MYO1A	15.1011584027292	6.71185350986247	421.289039217063	7.5989672115732e-15	9.01773753671103e-15
ABHD2	9.79488867397312	8.87430534854344	408.932765029327	7.68174823741734e-15	9.11514082770522e-15
TMEM56	18.3181680734017	4.28811057492267	418.308537232234	7.69270683151529e-15	9.12730980585401e-15
SLC2A10	16.3995166165947	4.72627841115074	416.300003296881	7.69565155272172e-15	9.12934817909953e-15
PRKCQ	15.4071798298024	3.4871307648398	411.77040028738	7.69583160702119e-15	9.12934817909953e-15
DCBLD2	14.0265479644824	5.63335571903008	416.151863716465	7.70663418875123e-15	9.14132746625865e-15
PCOLCE	16.6862179210255	3.25306866795753	412.229628173884	7.73364036976971e-15	9.17252292417446e-15
SCUBE1	19.4634978947999	2.3450158221138	411.431338783736	7.73505278591768e-15	9.17335984177865e-15
CSF2RA (NC_000024 1337692..1378828)	18.2722964489837	1.88913495240562	413.884144330376	7.75683153255411e-15	9.19834778081496e-15
TTC9	14.382624632053	3.50796320126781	412.685454122266	7.75926789297385e-15	9.2003963075925e-15
CMKLR1	17.800808841952	4.02004592900715	416.453263499287	7.77122929465727e-15	9.21373755507049e-15
ARHGAP8	15.5831466074333	2.90240091677847	414.643022779672	7.78223206692193e-15	9.2259398973858e-15
MDN1	11.5087184062456	7.54396250798135	412.914169520541	7.78535471890999e-15	9.22879887631133e-15
P2RY8 (NC_000024 1531464..1606037)	19.3321620265135	1.8397274381806	407.492969784364	7.78618702489947e-15	9.22894259325755e-15
ZNF134	17.4788436889501	3.24143614041829	412.031888771789	7.81238307562377e-15	9.25914710423897e-15
NXN	18.077424624691	2.34692259499668	415.085518593651	7.81566709912593e-15	9.26219350616832e-15
GADD45B	17.0075479001307	3.49091450031435	411.945079654232	7.8355569811826e-15	9.2849168318058e-15
CSF2RB	17.419633431478	3.95708059306531	414.443448250852	7.8528048195396e-15	9.30450554617532e-15
VEGFC	18.0957355914788	1.49903853162689	405.208744741881	7.90465601777719e-15	9.36508721631494e-15
INSC	18.3483487019733	1.70495533830944	410.867790462826	7.93197660978936e-15	9.39659770157504e-15
PLK1	14.323414633893	4.40510819389591	411.162784503699	7.94464870710767e-15	9.41075071365798e-15
PYHIN1	18.0084323641629	2.27522295125988	414.14938005814	8.02610885919907e-15	9.50637587913349e-15
LUC7L	13.6817892426688	5.1883727483716	412.066405655808	8.0330249537505e-15	9.51369932244983e-15
FAM26E	17.9788335000293	2.34036897089015	414.102973869365	8.03860371851536e-15	9.51943774293895e-15
STX1A	16.2664868332308	1.98269372838164	405.645595835506	8.08749333085487e-15	9.57645980669331e-15
CARD6	13.5273899379174	4.56181177596822	409.38438623696	8.12260641489871e-15	9.617160067412e-15
TMEM132A	14.5593764420985	2.90015034998505	409.161204636775	8.20434339647398e-15	9.71305052839878e-15
RPL41	10.5854659058121	9.3627146924073	405.843190739972	8.26235025617044e-15	9.78083217574208e-15
HGF	17.0702901210008	3.12848831690138	409.762455866696	8.28309428916298e-15	9.80449437109405e-15
CMTM3	17.4097860773677	2.36441931121396	413.443953835038	8.30282832364779e-15	9.8269568495919e-15
TTPA	16.9324925100073	3.34152720778567	408.667426627103	8.32000499819712e-15	9.8463886998815e-15
ROR2	17.2709650968341	2.95441711974519	410.245671203027	8.37011522002644e-15	9.90478897161955e-15
TAF1D	11.975990842978	6.5950054716163	411.139998667479	8.38080701814009e-15	9.91653699411434e-15
CD22	19.5480918597598	1.78043112130789	401.438212727508	8.38258007762308e-15	9.91773079557611e-15
CHSY3	17.1179113490514	2.01157080492139	411.847434857263	8.48624660034821e-15	1.00394671976957e-14
VWA5A	14.2570278114257	6.06149651497494	414.506029546035	8.52689617428416e-15	1.00866373902692e-14
TIAM2	16.492846194002	2.28604453007278	411.890054903743	8.58445047087829e-15	1.01537941002032e-14
LTK	18.7695044541485	3.05157443827095	410.113239739079	8.58817337199204e-15	1.01572719332135e-14
MS4A2	20.1984895555034	3.47149433954959	413.186874975659	8.61507331198888e-15	1.01881582247202e-14
TSPAN13	13.2316891694254	7.26639600992478	413.913459942645	8.63291991682049e-15	1.0208333418405e-14
INPP5D (NC_000002 233925035..233995880)	14.06722898329	3.90705590668362	406.448548448922	8.66298560442249e-15	1.02429525516807e-14
LENG8	12.2285668622088	6.56140263880184	410.062269277339	8.67683515947412e-15	1.0258393471927e-14
MLL2	11.6500543909996	7.12102970944888	409.30363695147	8.72985996188016e-15	1.03201432229932e-14
SELP	18.6680165606167	1.96747202836863	407.926233358477	8.74119380615092e-15	1.03326005837917e-14
SLC19A3	17.4800042884456	3.17256346974024	407.439717861233	8.74340453117404e-15	1.03342725990445e-14
CDK11A	14.2733261305863	5.13938685198353	409.890645136888	8.74946928327928e-15	1.03404991647862e-14
KCTD12	15.3133981535503	7.13601890694369	417.103217617555	8.75376111021345e-15	1.034462946822e-14
CYP7B1	18.6360102230192	2.10328760953207	408.492789304072	8.77276901400573e-15	1.03661479454461e-14
GNB4	15.452396378579	5.38211205592158	413.309032681868	8.78875210227104e-15	1.0384088624067e-14
ITGA1	11.6785009289868	7.38522738886059	408.969463781927	8.79747970934266e-15	1.03934543189112e-14
NR3C1	15.112085538993	6.33397653470814	414.738415277967	8.82499368866774e-15	1.04250107477217e-14
CBX6	17.9341680645437	3.15601717851568	407.21415594094	8.8551706070618e-15	1.04597068901579e-14
C1orf151-NBL1	13.9531779093792	4.83144494793154	406.701466962467	8.86518525986108e-15	1.04705832639673e-14
ZNF486	15.9766363598888	3.99750177178626	406.823043068945	8.89110900140292e-15	1.05002460172164e-14
RNASE4	14.2488295249689	6.3620134656186	413.940846563377	8.89771286496125e-15	1.0507089006854e-14
ZDBF2	16.3078867083244	4.08392400590945	407.242960181392	8.90878023450689e-15	1.051920111569e-14
CLIC4	13.1805504009788	7.75583212544417	411.72037012679	8.91376538120379e-15	1.05241299811374e-14
CD8A	18.9813235067849	2.07269148579649	406.207891734422	8.92484683692183e-15	1.05362549660186e-14
UHRF1	13.8559083748215	4.66919074138061	405.998603495443	8.93564242873674e-15	1.05480402985515e-14
MTSS1L	14.8142283267807	3.74239858046556	404.789675872947	8.95058447567142e-15	1.05647177073244e-14
PTN	19.5315057229449	3.8258606453901	412.99193985336	8.97423869844276e-15	1.05916744627706e-14
SLC44A3	13.6245487575873	5.83684171340958	409.992815053868	8.9956804366236e-15	1.06160153106872e-14
THEMIS	17.9071188546944	2.58283908961963	408.169653587089	9.04580071886212e-15	1.06741928839087e-14
GDNF	19.1954729416505	1.39047587636287	392.093270677312	9.14503095064486e-15	1.07903051553109e-14
APBB2	12.4177914850887	6.30475329903345	407.592063429856	9.19509847870794e-15	1.08483940691892e-14
MXRA8	16.4074117429735	3.33060546798155	404.104962760564	9.27460546588783e-15	1.09412019943427e-14
FLNA	11.8240943589542	8.27654142991386	405.228761830675	9.31562300068822e-15	1.09885913774364e-14
HLA-B	10.4048331167897	9.83473933961641	400.596520737021	9.36210789475682e-15	1.10424207893538e-14
HIST1H4H	14.4602210440687	5.69014438577249	410.432788669768	9.37460103099585e-15	1.10561514567283e-14
STARD9	15.6940720581185	4.38030472130771	405.559863671649	9.39526446635191e-15	1.10795145837526e-14
SIGLEC1	19.6087074481647	2.721370230765	404.137286132136	9.409979806194e-15	1.10958597169612e-14
PHLDA2	17.8285868674277	2.54339156399748	406.931185712921	9.41806668950917e-15	1.11043865882213e-14
THBD	16.9289339918565	3.8719433521053	405.236017605257	9.46475132084088e-15	1.11584165131432e-14
CDA	19.7659762644895	2.65308988126427	402.709061275375	9.50234265343417e-15	1.12017171025361e-14
XK	14.4842637026987	6.25939308366469	411.033599728141	9.51695626276219e-15	1.12179252869304e-14
PHGR1	16.6986870982131	6.46691440295484	414.77923438202	9.52557343244984e-15	1.12270629839962e-14
FTH1	10.7238042271454	10.4435967974368	399.853035913034	9.53056446572887e-15	1.12319255607641e-14
RMI2	15.0556546617536	3.78916664571562	401.536103288839	9.57673356761468e-15	1.12853118734402e-14
NSG1	18.5847587143307	2.73274418033267	404.733498218728	9.65146831369558e-15	1.13723474574176e-14
PDCD1LG2	18.3034699329785	1.81968117927463	404.043064558446	9.66994017098381e-15	1.13930785656499e-14
FAM190A	13.8703738007205	5.28645649307591	405.447162724545	9.70100096437519e-15	1.14278666542158e-14
HAAO	18.6806256020036	1.92686673201707	403.275392967949	9.70122773681712e-15	1.14278666542158e-14
C6orf163	16.5469240293101	1.92429197811817	399.908989726333	9.7474030562655e-15	1.14812182836255e-14
AGAP4	16.7736804887753	1.99721457493743	403.465754422291	9.77477657238549e-15	1.15124160737742e-14
SPTB	17.8393362988015	1.47851217662534	394.510707419856	9.77939020125193e-15	1.15168047747073e-14
C3orf35	16.4798859819331	1.8439806121158	395.648606061384	9.79339983146716e-15	1.15322569780995e-14
C2	12.5971191601753	5.47887887527275	403.332767316271	9.79653148146756e-15	1.15348981309959e-14
MID2	15.6879776885473	3.84788083013891	401.64390837838	9.89103687748621e-15	1.16451168026935e-14
SSPN	16.6333513459837	4.88377073770398	408.502463549303	9.90268826110223e-15	1.16577769560858e-14
GLIPR1	15.1608681997043	4.93547257602701	405.096112734146	9.90928629542595e-15	1.16643582729191e-14
PILRA	19.5996530409745	1.54858057004638	387.274651643866	9.91007617501189e-15	1.16643582729191e-14
HDX	16.6207798816809	2.98565490944582	402.288277987127	1.00678454081395e-14	1.18489812796737e-14
SH3BP5	15.491802959196	4.15386630458969	401.44753302321	1.00922743521848e-14	1.18766550745314e-14
IGFBP3	13.5102481391237	6.73856906332746	407.17790476799	1.00948701088346e-14	1.18786327418462e-14
ZNF606	16.3258532961307	3.83299816418215	401.80057553554	1.01085359571079e-14	1.18936350455356e-14
FAM86B1	17.1793209174052	1.89000079665746	402.781645204669	1.01234332679962e-14	1.19100834286913e-14
ADORA3	21.2175071187433	2.13073482355069	377.021924756878	1.02236531109568e-14	1.20269005462801e-14
AATK	18.5151123646733	2.28545652414049	402.681001254103	1.02280848666102e-14	1.20310235167423e-14
IL1R1	14.6361706779292	6.38342029446757	408.315665838395	1.02314032593911e-14	1.20338362395684e-14
C1orf115	16.5996096035708	5.84210955999677	411.741890264822	1.0232439673672e-14	1.20339647086434e-14
EML5	17.7882750490884	2.58531647965467	402.50644750614	1.0369096556876e-14	1.21935765345378e-14
GRAP	15.3787533902643	2.16318717485652	383.253870051532	1.03781146559186e-14	1.22030757491545e-14
WDR4	15.6513222210035	3.06408404353077	401.263220596339	1.03840863996196e-14	1.22089915192194e-14
CFB	10.8492918672313	6.23793418689875	399.111213326894	1.04286365066689e-14	1.22602602554398e-14
EFEMP1	16.9197225456541	5.94311018707184	410.825724992425	1.04543441375569e-14	1.22893698543022e-14
ICAM1	14.9409910712593	4.60542164600318	400.786884880751	1.04672004739066e-14	1.23033684976302e-14
HOXB2	18.269677485631	1.45024014449744	392.741583799822	1.0503541167452e-14	1.23449661153998e-14
DSE	15.0906339553083	5.22521469734014	404.59122019806	1.05113813513744e-14	1.23530621658356e-14
RERG	19.5553979398489	2.15474140747966	396.509154142516	1.05270468584241e-14	1.23703523019906e-14
ARHGAP28	17.5800870782244	2.84735577190241	400.792572681437	1.05373491179986e-14	1.23813375160695e-14
AQP1	17.2396232266068	4.81247797827713	405.906298009531	1.05782334072041e-14	1.24282512349146e-14
PRKCB	17.3644955967583	4.14134659793987	402.931238474117	1.06249977275507e-14	1.24820642203005e-14
ARHGEF10	14.0994037627165	4.72036841918011	399.340135239056	1.06288968119362e-14	1.24855146820636e-14
CASC5	11.5522166268542	6.88098915446631	400.555847985556	1.07350336293395e-14	1.26090499072577e-14
LOC100996642	16.2540904994208	2.73386755963143	401.216423865264	1.07717887459789e-14	1.26510764757995e-14
ADCY5	19.5264479966753	2.774303751633	399.962771582556	1.07769548857923e-14	1.26559986846451e-14
RPS3A	9.27912319143141	10.5705900023094	394.753300954458	1.07799994441412e-14	1.26584287329692e-14
HR	15.1844701330848	4.64293749427353	400.777315138511	1.0787841058169e-14	1.26664907810724e-14
ARHGEF19	16.0958009553723	2.15073659582158	397.144510739977	1.07920772746828e-14	1.2670318493723e-14
CHAF1B	15.4470118428385	3.52199928120625	397.259145019201	1.08075998143502e-14	1.26873948978338e-14
TK1	15.0322763019223	4.50582473169885	399.481179385687	1.08191721120944e-14	1.26998313143595e-14
GRHL1	14.1985781444822	2.82268023607293	390.510814775157	1.08287617793158e-14	1.27099384277211e-14
BUB1B	12.8195218296114	5.88898253087172	400.632400461046	1.08447953231366e-14	1.27276063386373e-14
LRP1	10.6954718008842	8.69730044561275	396.301917872815	1.08479755228406e-14	1.27301875507186e-14
TEAD2	15.1596386401856	3.56984590243807	397.073082418428	1.08668158171657e-14	1.27511438831022e-14
SLC16A7	16.4413081438078	4.6286096630945	401.938803083922	1.09074316054307e-14	1.27976455258438e-14
ADM	15.6767783376497	4.82510821286074	401.003824490762	1.09552913102515e-14	1.28526372517178e-14
ECM2	17.448011714729	2.88148564028436	398.951095540214	1.101297070259e-14	1.29191383540235e-14
RNF125	17.1764629693932	4.53512851130595	402.884745433159	1.10887568740651e-14	1.30068662872563e-14
RPL39	11.4232418838886	8.01939455456878	397.845647234165	1.11053953956271e-14	1.30252057509348e-14
MEDAG	19.349337427931	1.84538313672738	391.677400004048	1.11834232960378e-14	1.31155372692939e-14
FAM43A	19.4559652795609	3.72350488453398	403.520429667343	1.1208059892151e-14	1.31432426219939e-14
GDPD2	21.5992766743855	2.02452332380707	363.708528495477	1.12166025690112e-14	1.31520719796906e-14
EGR2	19.2187290465118	1.92887410541578	393.699646088811	1.12749794226564e-14	1.32193277259853e-14
TMEM119	17.8036981540973	3.34856419160526	398.438585815613	1.12782981136509e-14	1.32220243173223e-14
LARP6	18.3326507965742	1.71191477158155	395.315633241564	1.13120743461224e-14	1.32604238564237e-14
ZNF43	16.6394512819697	4.90653439998422	402.503706354869	1.13948246136111e-14	1.33562204154302e-14
RAB9B	18.6818034957888	2.04379015652793	396.762602570171	1.14275227653768e-14	1.33933373642609e-14
TG	13.5307723353506	2.72208481779859	355.790259517746	1.14305087705129e-14	1.33956273889379e-14
BIRC5	13.586814874635	5.15157889547866	398.130811438704	1.14339998228574e-14	1.33985088209522e-14
RPL17	10.4935123149746	9.60797465654735	392.311013811348	1.14412874952018e-14	1.34058382594767e-14
CD302	19.8318407311702	2.225140130029	391.663459817672	1.14483862229559e-14	1.3412945007018e-14
