	logFC	logCPM	F	PValue	FDR
C7	21.4263475985636	4.7675752397861	908.223748077745	3.73178333426251e-18	6.67974291758284e-18
BACE1	15.1635765437891	4.69185716392373	895.88223789957	3.73585838028581e-18	6.68611499141334e-18
PKD1	13.550745454659	5.81184363394255	894.679980284706	3.74288481903615e-18	6.69776672635739e-18
SLC25A4	15.5162619501594	5.08743895200492	895.211400909013	3.74440455773934e-18	6.69956255237094e-18
SEC31B	15.8688790020971	3.40837605278422	903.137058146791	3.74644806434565e-18	6.7022948900265e-18
LRRC36	15.7313362191205	1.48621693981099	684.496390040826	3.76241589799097e-18	6.7287672114453e-18
CDC26	15.0326246706991	4.79972177717604	895.03486724752	3.76255920379701e-18	6.7287672114453e-18
KAZALD1	17.4609921799801	2.1403359980692	917.413764089143	3.762800864525e-18	6.7287672114453e-18
ALDH3A2	13.4892918630368	6.79966134145971	893.549866629668	3.78327907434207e-18	6.76445503593963e-18
PNPLA7	17.9944726159588	2.21101439602349	913.68726327647	3.80537096436164e-18	6.80301787141181e-18
MTERFD3	14.6571916978756	4.43769113318829	894.712080836835	3.81320855563826e-18	6.81609059959082e-18
LTA4H	12.2441208647172	7.20000691198657	892.700826667302	3.81732668164322e-18	6.82251211801808e-18
BDH2	16.2835959528282	4.35717454109113	894.918836247925	3.82280227688261e-18	6.83135766923578e-18
PLEK2	13.9094333217793	5.53052138390426	892.841388276321	3.8248478798425e-18	6.83359583834981e-18
MPP6	15.7964024956258	3.77036076548667	897.447336670177	3.82510777144706e-18	6.83359583834981e-18
PLEKHG3	13.8121008894274	5.94219166685595	892.441174457598	3.8349037199104e-18	6.85015350684243e-18
CDH1	10.560176906931	9.66696397325974	892.168509610613	3.83830341242438e-18	6.85528278379744e-18
VAMP7 (NC_000024 59213948..59276439)	15.2295986825353	5.16981416831271	892.386270340351	3.85689347448938e-18	6.88753720492538e-18
MDH2	13.1316650190796	6.87449629943855	891.714361491834	3.86026775660356e-18	6.892614556742e-18
DPM3	16.8516269746336	3.39957545327121	900.154338943589	3.86406529875351e-18	6.89844615027811e-18
HSD17B12	11.5683263804342	7.94323788564739	891.498807067253	3.86721726819802e-18	6.90312376893716e-18
CPT1B	14.7455856837001	4.01213097906778	895.61529966757	3.86972816983592e-18	6.90665592908421e-18
BTN2A1	14.1772203299139	5.45122224325512	891.758820129991	3.87218042246879e-18	6.91008245610098e-18
FAM63A	15.6573027565693	4.88688512448033	892.382624885903	3.87344586417923e-18	6.91139041396512e-18
NAP1L5	19.0044335038487	1.35022973988093	861.890417725901	3.8775601596434e-18	6.91778052398786e-18
ERG	17.5472529491531	2.86816757225812	906.608548340664	3.88170006105951e-18	6.92421455366842e-18
PPP1CB	11.1048488343927	9.41732803612	891.054166201041	3.88584576893485e-18	6.93065717122515e-18
TIMM17A	14.4245994572589	5.40638331202229	891.125261100334	3.90113033338364e-18	6.95696215951997e-18
RRM2B	14.5476239711052	5.68857184047098	890.892520774353	3.90527071929596e-18	6.9633890185111e-18
MEX3B	17.8291911001118	1.17916428248412	819.911362995049	3.91035619301583e-18	6.97149904246599e-18
B3GALTL	14.9936926874011	4.26448577790826	892.642950524515	3.92393833861884e-18	6.99475287693091e-18
CMTM6	12.4710860871468	7.55853354183391	890.166784550744	3.92499312597988e-18	6.9956723128389e-18
NDUFA3	16.7078568985897	3.29244617569872	899.767470141049	3.92788581985562e-18	6.9998668208027e-18
C4orf52	15.3768786205819	4.56399066529091	891.499655400438	3.93212623554958e-18	7.00646161603488e-18
CDK18	14.5519821557924	4.47440510932783	891.817378648482	3.93406099163547e-18	7.00894682367011e-18
NBPF3	15.9367690615051	4.01292733050488	893.326535215134	3.93696522209778e-18	7.01287289862539e-18
PAQR4	15.0326767762874	4.06089734029322	893.342370355993	3.93734531260369e-18	7.01287289862539e-18
TM9SF3	10.2057541910007	10.097163335267	889.684326033437	3.94515892861218e-18	7.02582570450843e-18
UBAC2	12.958095190953	6.19077200920082	889.701103648857	3.95067069255754e-18	7.03467621329459e-18
ZNF668	18.1784337115734	1.82446906237539	902.519313454129	3.96042444736457e-18	7.05107666698831e-18
PREX2	17.4467631626163	3.47904576171387	898.053812226057	3.96426344517892e-18	7.05694352694791e-18
SAMHD1	13.9372057865087	6.52141550931822	889.059480966622	3.97706396401551e-18	7.07875935120095e-18
RAB3IL1	19.6102739338875	1.23572505202226	825.438686575833	3.97973586703148e-18	7.08254378420424e-18
ATL3	14.0647281988713	6.08135819859415	888.791940778833	3.9920684013703e-18	7.10351738159927e-18
FECH	16.4922397952597	4.38364356004355	890.900881500404	3.99926034794677e-18	7.11533928115164e-18
AMIGO1	18.3059577421716	1.69966694998344	895.71507390446	4.00893411357255e-18	7.13157289748603e-18
CSRP1	13.826537404914	6.65191247761733	887.873775428263	4.02849832302142e-18	7.1651324842684e-18
RPA3	15.6212099971037	3.84616046646193	892.258745545104	4.02890337238545e-18	7.1651324842684e-18
WDR54	17.1465493003376	2.18371589890205	911.135558163005	4.04834295682625e-18	7.19871807598957e-18
PNMA1	16.9112437316933	3.47786504208813	895.171072892773	4.05354357436947e-18	7.20697836325223e-18
MCTS1	13.6536842067914	5.72433055635414	887.369714559071	4.05951175486482e-18	7.21660088568559e-18
NUDT7	17.745916679854	2.34433868152871	908.38973028812	4.06136771947855e-18	7.21891148056863e-18
KIAA0020	12.2050284013187	7.01509587498346	887.023069883348	4.06530068248139e-18	7.22491271503848e-18
ARMC9	15.0850307206471	4.11480433276293	890.032119202133	4.06615977947395e-18	7.22545013387081e-18
THAP10	17.2282341168311	2.36631409030884	909.732966833009	4.0813766212805e-18	7.25149721664608e-18
RPL23A	10.6634721091147	9.17839850614312	886.473752412603	4.08815724213768e-18	7.26255034844031e-18
CISD3	15.527946864211	4.71914784703577	887.386760071701	4.103794021185e-18	7.28933113465992e-18
KPNA5	15.836480199357	3.57768995758344	892.646881026566	4.10589821443935e-18	7.29207073415548e-18
MICAL2	13.7460272757292	7.19104625443436	886.077394245885	4.10830411522533e-18	7.29534534293468e-18
PRR5L	15.1957434122734	5.68130851122548	885.753478677619	4.13724667950002e-18	7.34516404216225e-18
FOXL1	17.2997066712262	2.5890849249535	905.105537637122	4.13749089392467e-18	7.34516404216225e-18
TOMM5	12.6226878544558	6.74017764968796	885.207219287464	4.14939603684213e-18	7.36529146091002e-18
NFKBIB	17.7062651847857	2.87715371370522	900.452575911617	4.15262662474113e-18	7.37001790817929e-18
CIDEB	17.9680443318882	2.62823336172442	902.417420417332	4.15479258774325e-18	7.37285384144375e-18
IDH2	12.8678888049392	7.05346470107726	884.937256323079	4.16098142076783e-18	7.38282677513953e-18
SCAF1	14.5676923985261	4.64165002373795	886.157342371256	4.16688471224704e-18	7.39141204559853e-18
WDR24	17.5880816081919	1.52837404389875	867.835292308404	4.16733370913135e-18	7.39141204559853e-18
KIAA1377	16.0317581087461	3.96361208821418	888.538963289	4.16752857305571e-18	7.39141204559853e-18
ACLY	11.7059527170899	7.49437637586575	884.763602634182	4.16814676992081e-18	7.39149841874604e-18
PGRMC1	12.3514685394355	7.62362105118873	884.72302587795	4.16937307727458e-18	7.39266300135885e-18
FAM18B2-CDRT4	16.3267096195605	3.4747580378935	892.0064143055	4.17438655762841e-18	7.40054133744833e-18
CASD1	15.2450503942808	6.51737774526257	884.679880501356	4.1777186270553e-18	7.40543704733007e-18
NTMT1	16.1034296489085	2.87528701865832	901.869995094522	4.17984097102539e-18	7.40818734984822e-18
ACE	14.9812062473326	4.89280030759563	884.996603811958	4.19845973469628e-18	7.44017052111183e-18
CPNE3	13.0873530918848	7.2461103395999	884.059182753051	4.20080543545835e-18	7.44331109171521e-18
GPX1	15.396268741975	4.34160284080132	886.078817355194	4.20175890600718e-18	7.44398428078995e-18
CALCRL	16.4984740020618	4.09273330126499	887.112472495893	4.22019420917048e-18	7.47530357634061e-18
TRIM34	16.6620934219717	3.55018872130606	890.53824045928	4.22058899818353e-18	7.47530357634061e-18
UQCR10	16.3834914068974	4.66819409200978	885.283678205692	4.22195070806047e-18	7.47669507980854e-18
SLC26A11	17.9563245229156	1.80106642339311	897.946344835513	4.22276490856086e-18	7.47711674600428e-18
PNKP	15.2839226463757	3.82454701242198	888.434261815144	4.22593703315518e-18	7.481712829535e-18
KLF11	15.2886376809139	4.16498936291422	886.185204405805	4.22841809321137e-18	7.483408084104e-18
RPS17	11.1174859600523	8.64838580145815	883.438506830217	4.22861121481817e-18	7.483408084104e-18
INPP5J	18.5392545841316	1.66699954823598	885.782436419648	4.22862430763685e-18	7.483408084104e-18
ST3GAL6	18.7952361382094	2.35668920397971	897.741618786147	4.23611202277211e-18	7.49563707478654e-18
TMEM106C	13.5167884998684	6.63995397440557	883.192466202611	4.24402214970667e-18	7.50861007102548e-18
NT5C3L	14.6007133264212	4.34654750576877	885.348393153226	4.24867387121714e-18	7.51581547969569e-18
TGDS	14.0331266547745	4.70209303038668	884.450002141596	4.25025739334628e-18	7.51759208343436e-18
ZNF816	15.5403373073928	3.73816415951872	888.17557613646	4.25874401587965e-18	7.53140708706356e-18
GEN1	12.9216659800359	6.02841237304528	882.964152067803	4.25922860151372e-18	7.53140708706356e-18
UQCRC2	12.8580570453394	7.9906458577489	882.771012066784	4.26098673403016e-18	7.53348955468976e-18
CCNYL1	16.108805322501	5.45966029743891	883.281208030927	4.26646258654235e-18	7.54214354545534e-18
OPLAH	16.605344117612	3.42005193032945	890.660722593473	4.26825131149146e-18	7.54427805690422e-18
CCDC142	15.9457473902373	3.49501283897242	890.048042534812	4.26912972176603e-18	7.54480319428123e-18
CUL4A	10.9874285197663	7.92804835663005	882.510806633096	4.27299936390361e-18	7.5506138521586e-18
COX7B	14.5392241607961	5.9719822224835	882.624843286381	4.27698706565674e-18	7.5566315171738e-18
WDTC1	15.2997987862856	4.96619705977244	883.195042034623	4.28132302102506e-18	7.56326275893348e-18
GALNT12	15.154364703595	6.59624449105679	882.370561001281	4.2861655349185e-18	7.57078694579576e-18
PRKG1	15.0868333801618	5.14902365273136	882.836194925841	4.28807339257291e-18	7.57312621611155e-18
FLT1	13.5359959735889	5.96790617525139	882.303102530562	4.29116192350451e-18	7.57754974219933e-18
KDM8	18.2040384043003	1.16597736217896	817.173139982734	4.29205937946231e-18	7.5781034806205e-18
ZNF417	14.2518681925477	4.99623673359593	882.641422642029	4.30390249297005e-18	7.59798020351718e-18
USP6	18.610097586224	1.23929154546669	843.023897411023	4.31001819115225e-18	7.60774188806814e-18
ZYX	13.8749135866637	5.1134595288109	882.279385101331	4.31824378693624e-18	7.6212246546975e-18
EMG1	14.8305218490823	4.45704899111581	882.708932898707	4.3494186506385e-18	7.6752011783327e-18
PIK3R3	13.2684498740294	5.26000318166787	881.566681699477	4.35134880667595e-18	7.67756337164862e-18
MPLKIP	15.8296238500936	3.57016318425824	887.543100384747	4.35275423806761e-18	7.6789992192306e-18
SAT1	11.3331155765327	8.8143331165579	880.770053787282	4.3564491384678e-18	7.68447314055091e-18
TMEM110-MUSTN1	18.3668960324936	1.85526186828612	894.493456825281	4.36293123939759e-18	7.69486133389608e-18
RBL1	13.5467647517003	5.56441910667471	880.750123660134	4.37383044206849e-18	7.71303604722921e-18
STRADB	16.5100275121774	4.78629984684454	881.966177923994	4.3757162299854e-18	7.71531326572213e-18
SOWAHA	18.1877943298929	3.89095133286869	887.686768620802	4.40100219497247e-18	7.75884372297578e-18
MED25	15.490887811638	3.42843455175475	888.904382875932	4.40833562111393e-18	7.77071683097076e-18
N6AMT2	17.2382639383016	2.14036064958347	902.796716467812	4.41276670933329e-18	7.77662231257707e-18
DOHH	18.2956865092913	1.5504629925983	876.86843906384	4.41380174667739e-18	7.77662231257707e-18
CHPT1	14.4261269855588	6.27830626339677	879.739586924379	4.41395946869921e-18	7.77662231257707e-18
MAN2B2	13.6377054108406	6.01382885286215	879.758251548441	4.41408248530359e-18	7.77662231257707e-18
SFXN3	13.9937846769738	4.91837328751907	880.445124659737	4.41984447015567e-18	7.78571679942324e-18
DPCD	15.4442982928048	3.51519099036095	887.317280023081	4.4248552430142e-18	7.79348571028379e-18
FUOM	19.4759393382351	1.31036004406969	828.050124907485	4.42850688925725e-18	7.79885901162414e-18
SMPD3	16.0493397020715	5.50919905883883	879.76554792034	4.43523050491048e-18	7.80964003842533e-18
TM6SF1	20.0272087622062	1.75342687481935	844.986895067818	4.44447153176245e-18	7.82485024562464e-18
PCNA	12.7277011329202	7.01654311659489	878.758857452553	4.45780185205119e-18	7.84719228344127e-18
NT5DC2	15.4186062080756	4.24496514922216	881.100607743184	4.45837089899807e-18	7.84719228344127e-18
IL6ST	12.9094878433274	8.4462894758561	878.559098044558	4.46601577440163e-18	7.85958220148593e-18
PLD6	18.0324728281565	1.39935136545932	860.472869916386	4.46672306699132e-18	7.85976121020613e-18
PLP1	24.3464318836878	2.77977064824205	610.249897443854	4.46935580148211e-18	7.86332776839316e-18
USP36	12.9869785365036	5.8028624299359	878.722486407374	4.47156955749677e-18	7.86615631427902e-18
PIN4	14.7181917244344	4.83826132553369	879.383315545119	4.47353880020384e-18	7.86855401651248e-18
SEPW1	15.3914822033334	4.61137224268339	879.66776076731	4.48106844769624e-18	7.88072999764898e-18
ARHGEF35	15.497574900941	5.18467491765746	878.687632595427	4.49309790323259e-18	7.90081529414115e-18
C1orf210	17.9486214498536	4.17085088477066	883.319050137542	4.50762447252621e-18	7.92528556338629e-18
SGMS1	14.1672030760948	5.71436330472686	877.947003557112	4.50922705763665e-18	7.9270293892816e-18
DDX55	13.4369493166128	5.47872538041615	877.906218737934	4.51954152677535e-18	7.94408579035987e-18
NFKBIA	14.8546117120689	6.63764277284111	877.551058905361	4.52099865172405e-18	7.94557095473615e-18
FMO4	18.1016612647674	2.96935005130589	891.442657786419	4.53289400865904e-18	7.96539823157132e-18
TTF2	12.9510771294224	5.88236349199556	877.07058159242	4.55241115559206e-18	7.99861166758215e-18
NDUFC2	15.9499006045269	4.84129915132708	877.963091123256	4.55589512148316e-18	8.00364953732133e-18
SNRPD1	14.4218231227041	5.46240219268574	876.832270705251	4.57256585752844e-18	8.03184900052262e-18
STXBP5	13.2563734933092	7.40366449728341	876.314660825668	4.58052817103561e-18	8.04474629659961e-18
CCAR1	11.776383787183	7.5482999497942	876.173083936628	4.58805415108546e-18	8.05687387727482e-18
TMEM164	14.8310670839604	5.96094368046527	876.22954198146	4.59594952434843e-18	8.06964676359826e-18
FAM190B	11.8876782106662	7.09804189829441	875.997359344145	4.59805068450744e-18	8.07224399218479e-18
SMCHD1	12.7785639343271	8.22313303077886	875.675847392496	4.61293156037389e-18	8.0972732921413e-18
NDUFA6	14.6788519280224	6.25255577314595	875.801998637696	4.61455352935288e-18	8.09902505172022e-18
RSPO1	18.5602910261764	1.36913640612957	855.63893782463	4.61860668420709e-18	8.10504274666357e-18
HPSE	16.9250454946694	4.181734647964	878.84859685086	4.63313231836342e-18	8.12943414357696e-18
BTN2A2	15.8133291486555	4.02221774857755	878.549741876035	4.63795539449797e-18	8.13679684579469e-18
SLC18A2	19.0287353670179	2.45193558812945	888.157556757285	4.64661368384418e-18	8.14988767150366e-18
COMMD1	16.5229682699763	3.80856961095618	879.883068576949	4.64667299245913e-18	8.14988767150366e-18
CYB561D2	16.5383000661645	3.47602565069886	882.116060132874	4.65854894297829e-18	8.16961312402585e-18
RAB24	16.9119413130688	3.0198071777454	887.70672324862	4.66248134645273e-18	8.17540467381924e-18
EXOG	15.7430282180909	3.48267246699425	882.321990537919	4.6637304988512e-18	8.17649036128457e-18
NBPF15	12.5969860729257	6.22113173655681	874.724591230158	4.66983828857202e-18	8.18609280758729e-18
GARS	12.1961288599374	7.06946622184237	874.328532469178	4.68517013259288e-18	8.21185997986807e-18
ZNF519	16.0458183758811	2.91859016081629	890.313567549488	4.69597663462838e-18	8.22968954102643e-18
ACADS	18.4785386996277	3.79968390117259	883.208753988838	4.69707295553606e-18	8.23049951261004e-18
SYNCRIP	10.9819067683513	8.47591932831271	873.975617870249	4.70160543382986e-18	8.23732949860661e-18
HMGB2	12.5718683506397	7.26219645498275	873.937344573777	4.70503945107784e-18	8.24223336962333e-18
MPHOSPH8	12.4298485244073	6.71229255163919	873.950423640364	4.70701043245717e-18	8.24457333371951e-18
GOLM1	12.1245005972339	9.18221726199178	873.798022797047	4.71098771853105e-18	8.25042633906551e-18
VRK3	16.2758012613857	3.71458052318655	879.109305432823	4.71276750275158e-18	8.25242976500443e-18
TMEM102	17.6080335846078	2.13054924334096	895.494614846509	4.73407110672942e-18	8.28861579579673e-18
PSMG1	14.6616908343257	5.10571391253754	873.919282304039	4.73814246168858e-18	8.29462516998329e-18
ANKZF1	12.9680173015412	6.06019745968124	873.213641331151	4.75031809461884e-18	8.31481841538206e-18
CBWD1	14.0984700653531	5.65908757418396	873.166820653997	4.75954184649087e-18	8.32876240736067e-18
RANBP1	13.1295128882499	6.31788536301446	872.994232591192	4.76017353863004e-18	8.32876240736067e-18
ATXN2	12.9927615463441	6.07382519223888	873.028038957542	4.760209533693e-18	8.32876240736067e-18
LYRM9	18.0123298276855	1.84724109970558	888.380244061293	4.77099082879665e-18	8.34650087167431e-18
GID4	16.060797191145	3.73038173461191	877.731199818233	4.77557753269924e-18	8.35339902923228e-18
ATRX	10.4844834774258	8.36059460596338	872.300536713717	4.79126532928901e-18	8.37971064665706e-18
EPRS	10.8106198350079	8.81116991891794	872.169805301123	4.79828788654862e-18	8.39086209640455e-18
NOP9	15.7412211193422	4.02249654284624	875.321726566136	4.80535170721894e-18	8.40208269001679e-18
DHRSX (NC_000023 2137546..2419015)	16.7083636044419	2.92938118851067	886.767010017256	4.80795234745593e-18	8.40549751045669e-18
SNRNP200	10.9117232169007	8.21546819840593	871.90046852715	4.81296318793341e-18	8.41312447356064e-18
SUGT1	13.1712615551536	5.93964979217677	872.068508350526	4.81445113376478e-18	8.41459214451024e-18
PECR	17.4539831181446	3.41744166983946	880.963699955174	4.81674056028703e-18	8.41746004200422e-18
REEP5	12.4461717238062	7.71853922774635	871.656234636542	4.82713112101699e-18	8.43448233975222e-18
DDX27	12.3991350947941	6.6328888340047	871.397073483984	4.84468080839998e-18	8.46400756659353e-18
CCDC120	16.1416412863281	3.28498695928855	881.21244722015	4.84900563188915e-18	8.46980081150376e-18
