	logFC	logCPM	F	PValue	FDR
CCDC53	14.0575102667435	5.09270710414761	1362.40944563689	5.89170034942644e-20	1.83353605386356e-19
LANCL3	20.2180280505246	1.59820595939607	1267.73240714903	5.89234831702358e-20	1.83353605386356e-19
TST	16.9699143950898	4.67929945922741	1364.85993274579	5.89654776291133e-20	1.83440300610801e-19
CAPN5	15.0156308565638	6.43957640047246	1361.14669564025	5.90435062234952e-20	1.8361466741617e-19
ABTB2	17.2967812807361	3.40267331275722	1376.73961080851	5.90498206175432e-20	1.8361466741617e-19
FUBP1	11.5630350921834	7.88740165569966	1360.79584873029	5.90826147010106e-20	1.83672636216627e-19
C6orf162	17.0193299972993	3.44419633450545	1375.13038641661	5.91201158823517e-20	1.83745206905422e-19
PPP2R3B (NC_000023 294667..347690)	17.8029621223754	1.36655521351626	1303.36624757432	5.91354857583916e-20	1.83748975259317e-19
NHEJ1	15.4471692778848	5.3495059916368	1361.51375762499	5.91830738522398e-20	1.83852828034519e-19
SMG9	14.522930150349	4.34615996967787	1364.64908427437	5.92316689836949e-20	1.83959758731605e-19
PKN2	12.6052415398783	7.60703686379009	1360.26066988618	5.9320322766292e-20	1.84191021335814e-19
RPL8	11.7331716180309	8.27226274999779	1360.18143073973	5.93415080738572e-20	1.84212732191005e-19
SKIV2L	14.6049917444553	5.06791722277899	1361.28574499695	5.93704359121346e-20	1.84258461909038e-19
MAP2K3	15.6581625446708	4.18049040617772	1364.61830319412	5.94299198580637e-20	1.84398979162756e-19
EIF4EBP2	12.3817061684822	8.13848643579741	1359.76931876443	5.95260776064841e-20	1.84653193416481e-19
ATG12	13.2206400856988	6.44729279519369	1359.76296036171	5.95921427284999e-20	1.84778778134447e-19
EXT1	14.8701258438219	6.1563434370519	1359.93174719977	5.95950354627316e-20	1.84778778134447e-19
NGEF	15.1683379224906	5.01209634139076	1360.9076316998	5.96168136290795e-20	1.84802155264347e-19
SAMD1	16.3898867487106	3.46156627529427	1372.48179648538	5.97060753382247e-20	1.85034658981571e-19
ATP6V0B	16.9715287500282	3.86731018903757	1368.05245621029	5.98645754312796e-20	1.85481576634657e-19
ZNF408	17.5329873209314	2.69571026284273	1389.32875074889	6.00235473737093e-20	1.85929742568824e-19
PFN1	13.1002143023204	7.34439171926038	1358.34452329394	6.015754859988e-20	1.86300363464052e-19
CCDC22	15.7701114674836	3.85601356414004	1365.94935700859	6.01789607505011e-20	1.86322216503042e-19
RALGDS	15.1150808217145	5.02782014593704	1359.44633722168	6.02387955660074e-20	1.86462992523542e-19
PDP2	14.8645805160314	4.7463984796356	1360.06672568189	6.02647345299845e-20	1.86498805308695e-19
NDUFAF3	17.1657183064592	2.91013477403906	1383.4844428745	6.04297660851374e-20	1.86964942555184e-19
DNAJC5	13.8138712094321	6.48372298954515	1357.75092804797	6.04811874558958e-20	1.87079440417081e-19
PMS2	13.5835684560753	5.53189531776021	1357.78762516781	6.0678426460741e-20	1.87644817020242e-19
PTPN18	13.4149603778723	6.62779628043689	1357.19077087064	6.07130732462519e-20	1.8770723622275e-19
PRKCZ	15.6954301303778	4.67556454839898	1359.05231348586	6.08774066129386e-20	1.88170483550686e-19
GUSB	14.5280163328286	5.52508958199187	1357.14065843242	6.09534244358282e-20	1.88360594226813e-19
AKT2	14.2502398521453	5.19380006171832	1356.50772987479	6.14097917669511e-20	1.8972570515193e-19
ZNF526	15.4235580645251	3.77519541111922	1363.92876936423	6.16708424069432e-20	1.90486878533964e-19
TRIM62	18.0730895166637	2.01082444563481	1387.58783492102	6.18020979524957e-20	1.90846878259682e-19
PDE4D	13.8285027677983	7.07345722491912	1354.376750937	6.19497628616818e-20	1.91257367312504e-19
FBXO31	14.7229475443186	5.15839683137772	1355.28088735094	6.19711508559399e-20	1.91275685593066e-19
MPHOSPH10	13.1358448121111	6.37067903029679	1354.40888634613	6.19851709380102e-20	1.91275685593066e-19
IQGAP1	9.80650808590033	10.2457536955746	1354.17771876631	6.20022416965617e-20	1.91282884473419e-19
TMEM219	16.0803929247573	4.1027552062337	1359.28040199506	6.21535947342293e-20	1.91660437907605e-19
NDUFS6	15.1088437786925	5.16041589379963	1354.92715957755	6.21664392727452e-20	1.91660437907605e-19
